,Timestamp,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,PM.Focus.IsActive,PM.Focus.Scaled,PM.Focus.Raw,PM.Focus.Min,PM.Focus.Max,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,X,Y
10,1683182009,28.0,0.0,0.474835,0.362183,-0.631042,0.495117,0.944451,-0.287633,-0.065926,-32.196663,-8.283307,75.759392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.251898,0.647304,0.222046,0.127824,0.147427,1.066988,0.507494,0.192007,0.151435,0.11281,1.064862,0.497054,0.229174,0.140895,0.19092,0.536154,0.319078,0.160259,0.096363,0.153906,0.238065,0.170483,0.046314,0.117066,0.070228,0.430408,0.188944,0.178764,0.075517,0.070437,0.459689,0.311127,0.188473,0.100326,0.036482,1.594176,0.684719,0.412604,0.075324,0.093309,1.698092,0.714512,0.411916,0.130456,0.118356,1.862451,0.587158,0.532334,0.117038,0.129191,2.140024,0.665142,0.556743,0.196539,0.272087,2.320032,1.031754,0.624029,0.182067,0.215311,1.944061,0.684509,0.569313,0.303171,0.307204,2.12652,0.684346,0.438793,0.231062,0.195456,755.3172384447003,581.903197815498
11,1683182009,28.0,0.0,0.474835,0.362183,-0.631042,0.495117,0.944451,-0.287633,-0.065926,-32.196663,-8.283307,75.759392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.251898,0.647304,0.222046,0.127824,0.147427,1.066988,0.507494,0.192007,0.151435,0.11281,1.064862,0.497054,0.229174,0.140895,0.19092,0.536154,0.319078,0.160259,0.096363,0.153906,0.238065,0.170483,0.046314,0.117066,0.070228,0.430408,0.188944,0.178764,0.075517,0.070437,0.459689,0.311127,0.188473,0.100326,0.036482,1.594176,0.684719,0.412604,0.075324,0.093309,1.698092,0.714512,0.411916,0.130456,0.118356,1.862451,0.587158,0.532334,0.117038,0.129191,2.140024,0.665142,0.556743,0.196539,0.272087,2.320032,1.031754,0.624029,0.182067,0.215311,1.944061,0.684509,0.569313,0.303171,0.307204,2.12652,0.684346,0.438793,0.231062,0.195456,763.0950244222931,583.6621357334699
12,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2532811646811,560.40143638905
13,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.423526518315,584.7143609813635
14,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.3567568558361,599.7081106236777
15,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0590280055851,611.4868710935742
16,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.3012322526766,625.699408006748
17,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.6395831487296,621.0396484199283
18,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.8856298371918,599.5080976689187
19,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.4925814550334,592.7065529256475
20,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.5632062034191,593.9789501859796
21,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.1132031591517,591.5802781623108
22,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.3172384447003,581.903197815498
23,1683182009,29.0,0.0,0.474852,0.362183,-0.630981,0.495178,0.944451,-0.287633,-0.065926,-32.349297,-8.299479,75.606773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0950244222931,583.6621357334699
24,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2532811646811,560.40143638905
25,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.423526518315,584.7143609813635
26,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.3567568558361,599.7081106236777
27,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0590280055851,611.4868710935742
28,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.3012322526766,625.699408006748
29,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.6395831487296,621.0396484199283
30,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.8856298371918,599.5080976689187
31,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.4925814550334,592.7065529256475
32,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.5632062034191,593.9789501859796
33,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.1132031591517,591.5802781623108
34,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.3172384447003,581.903197815498
35,1683182009,30.0,0.0,0.474992,0.361938,-0.63092,0.4953,0.940544,-0.268099,-0.052741,-32.389595,-8.395911,75.649818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0950244222931,583.6621357334699
36,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2532811646811,560.40143638905
37,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.423526518315,584.7143609813635
38,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.3567568558361,599.7081106236777
39,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0590280055851,611.4868710935742
40,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.3012322526766,625.699408006748
41,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.6395831487296,621.0396484199283
42,1683182009,31.0,0.0,0.47498,0.362122,-0.63092,0.495178,0.947381,-0.282261,-0.059089,-32.373905,-8.215689,75.741356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.8856298371918,599.5080976689187
